Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date,Year,Month,Month_Name
301159,206170,Savings,88921,1444.0,19468,Fixed Deposit,2023-12-19,2023,12,December
301160,206963,Current,67040,4882.432066723348,3078,Fixed Deposit,2022-05-27,2022,5,May
301161,204164,Savings,41217,3686.0,26219,Fixed Deposit,2023-07-28,2023,7,July
301162,202241,Business,74622,1506.0,35446,Fixed Deposit,2024-03-24,2024,3,March
301163,200556,Savings,20848,2889.0,15565,Mutual Fund,2025-03-20,2025,3,March
301164,201655,Business,49580,2543.0614265599875,25236,Fixed Deposit,2023-11-03,2023,11,November
301165,200966,Savings,7198,1111.0,31859,Fixed Deposit,2023-11-10,2023,11,November
301166,208483,Business,90067,4037.0,21041,Fixed Deposit,2025-01-15,2025,1,January
301167,205831,Business,24607,2135.0,35053,Fixed Deposit,2024-12-27,2024,12,December
301168,209367,Business,26526,1518.0,12413,Mutual Fund,2022-11-12,2022,11,November
301169,200675,Business,52954,950.0,43813,Fixed Deposit,2024-04-28,2024,4,April
301170,203283,Current,76501,1854.0,26566,Recurring Deposit,2022-05-17,2022,5,May
301171,206035,Current,59154,164.0,33711,Recurring Deposit,2022-10-03,2022,10,October
301172,200180,Business,27442,438.0,24270,Mutual Fund,2024-05-09,2024,5,May
301173,200360,Savings,74783,3501.0,22949,Mutual Fund,2024-09-22,2024,9,September
301174,202471,Savings,13451,4175.0,46987,Recurring Deposit,2023-08-18,2023,8,August
301175,208801,Current,25465,1283.0,12138,Mutual Fund,2022-08-23,2022,8,August
301176,206321,Savings,21254,4122.0,32362,Recurring Deposit,2024-02-02,2024,2,February
301177,208521,Business,3536,4691.0,38682,Mutual Fund,2022-08-22,2022,8,August
301178,207106,Business,89675,3784.0,2289,Mutual Fund,2024-06-15,2024,6,June
301179,209441,Savings,91098,2725.0,4629,Fixed Deposit,2024-02-28,2024,2,February
301180,204258,Current,99450,2568.0,29779,Recurring Deposit,2022-04-13,2022,4,April
301181,201855,Current,96637,3953.0,11911,Mutual Fund,2022-10-30,2022,10,October
301182,209004,Savings,60457,3611.0,3667,Recurring Deposit,2023-12-17,2023,12,December
301183,200492,Current,44146,1952.0,15531,Mutual Fund,2025-01-01,2025,1,January
301184,201829,Savings,5290,4577.0,45253,Recurring Deposit,2022-11-15,2022,11,November
301185,207021,Savings,52488,3041.0,28497,Fixed Deposit,2022-07-15,2022,7,July
301186,200470,Current,17841,4505.0,37350,Fixed Deposit,2024-03-19,2024,3,March
301187,201380,Savings,65308,4464.0,7588,Fixed Deposit,2023-05-06,2023,5,May
301188,204855,Current,30100,1148.0,24531,Recurring Deposit,2023-08-28,2023,8,August
301189,202632,Business,74922,1467.0,27832,Recurring Deposit,2024-11-13,2024,11,November
301190,203330,Business,31330,2131.0,31527,Mutual Fund,2025-03-01,2025,3,March
301191,206878,Current,33504,3271.0,15838,Fixed Deposit,2023-11-28,2023,11,November
301192,203293,Savings,29068,2554.0,30631,Recurring Deposit,2024-12-24,2024,12,December
301193,201039,Business,35865,2707.0,46787,Recurring Deposit,2022-07-23,2022,7,July
301194,203868,Savings,8437,1799.0,44849,Fixed Deposit,2023-08-13,2023,8,August
301195,202765,Business,46875,4585.0,12870,Recurring Deposit,2025-01-31,2025,1,January
301196,200611,Current,6723,1008.3906351427718,36065,Mutual Fund,2024-06-26,2024,6,June
301197,209990,Savings,98821,3245.0,11643,Fixed Deposit,2023-11-01,2023,11,November
301198,207102,Current,95328,190.0,45380,Fixed Deposit,2023-07-25,2023,7,July
301199,206701,Savings,24194,293.0,4364,Fixed Deposit,2024-11-18,2024,11,November
301200,204071,Business,36393,3667.0,35936,Fixed Deposit,2024-04-17,2024,4,April
301201,208293,Current,99404,4395.0,17057,Recurring Deposit,2024-07-08,2024,7,July
301202,208856,Business,80180,1968.0,47296,Fixed Deposit,2022-05-15,2022,5,May
301203,203114,Savings,10510,2731.0,15848,Mutual Fund,2024-11-04,2024,11,November
301204,201590,Savings,88465,1918.0,42525,Fixed Deposit,2022-07-05,2022,7,July
301205,207585,Current,16443,145.0,48100,Recurring Deposit,2023-03-20,2023,3,March
301206,202368,Business,24358,2061.0,34742,Mutual Fund,2024-11-25,2024,11,November
301207,204508,Current,89118,1336.0,35902,Mutual Fund,2025-02-16,2025,2,February
301208,209119,Business,76921,2565.0,44484,Mutual Fund,2023-06-10,2023,6,June
301209,201850,Business,50848,4353.0,24991,Mutual Fund,2023-03-09,2023,3,March
301210,206893,Savings,85335,3855.0,12588,Fixed Deposit,2022-08-08,2022,8,August
301211,200444,Savings,71828,878.5796641527895,1058,Fixed Deposit,2024-01-24,2024,1,January
301212,201854,Current,2616,1856.0,42782,Mutual Fund,2022-08-20,2022,8,August
301213,201689,Savings,8062,2381.0,18678,Recurring Deposit,2024-11-29,2024,11,November
301214,200716,Savings,20486,114.0,11358,Recurring Deposit,2025-03-18,2025,3,March
301215,205387,Current,92528,1026.0,18048,Mutual Fund,2022-08-24,2022,8,August
301216,207701,Current,93962,796.0,26940,Recurring Deposit,2024-02-08,2024,2,February
301217,209160,Current,39296,1332.0,31544,Mutual Fund,2022-12-04,2022,12,December
301218,204407,Business,80773,2143.0,38286,Mutual Fund,2025-03-03,2025,3,March
301219,204101,Business,87276,4230.0,25609,Fixed Deposit,2023-06-29,2023,6,June
301220,202595,Business,18051,1362.0,13776,Fixed Deposit,2022-05-04,2022,5,May
301221,208829,Current,74222,280.0,34968,Mutual Fund,2022-05-31,2022,5,May
301222,209956,Savings,72529,4226.0,48028,Fixed Deposit,2023-08-06,2023,8,August
301223,205818,Business,96477,2031.0,11225,Recurring Deposit,2022-06-16,2022,6,June
301224,202618,Savings,26463,280.0,41437,Fixed Deposit,2023-06-19,2023,6,June
301225,203551,Business,22929,1819.0,10701,Mutual Fund,2023-09-28,2023,9,September
301226,207987,Savings,21197,1569.0,2597,Mutual Fund,2023-10-24,2023,10,October
301227,200119,Business,93607,3229.0,39553,Mutual Fund,2024-01-19,2024,1,January
301228,205059,Savings,65318,752.0,32297,Recurring Deposit,2022-11-02,2022,11,November
301229,209039,Business,35932,1440.0,47945,Fixed Deposit,2023-04-04,2023,4,April
301230,200874,Business,77014,3350.0,31821,Fixed Deposit,2024-06-23,2024,6,June
301231,202994,Business,45633,2128.0,37584,Fixed Deposit,2023-12-21,2023,12,December
301232,205984,Current,85908,3091.0,32229,Mutual Fund,2024-08-16,2024,8,August
301233,203651,Business,61417,2219.0,19621,Recurring Deposit,2025-02-12,2025,2,February
301234,205785,Savings,41767,4059.0,13899,Mutual Fund,2022-12-25,2022,12,December
301235,201320,Savings,48901,1942.0,29521,Fixed Deposit,2022-12-10,2022,12,December
301236,209930,Business,79587,3339.0,14164,Recurring Deposit,2022-12-17,2022,12,December
301237,204020,Savings,93777,768.0,13106,Fixed Deposit,2022-07-21,2022,7,July
301238,209125,Business,48478,2476.0,26513,Mutual Fund,2024-10-22,2024,10,October
301239,202675,Savings,55396,2804.0,9332,Mutual Fund,2023-11-05,2023,11,November
301240,202661,Business,99466,195.0,10123,Recurring Deposit,2024-11-07,2024,11,November
301241,209563,Business,87909,3383.0,41821,Recurring Deposit,2025-02-14,2025,2,February
301242,205556,Savings,97452,855.0,29100,Recurring Deposit,2023-03-30,2023,3,March
301243,207639,Business,99104,2815.0,42830,Fixed Deposit,2024-05-02,2024,5,May
301244,200274,Savings,48630,1613.0,26004,Fixed Deposit,2024-09-11,2024,9,September
301245,203136,Business,65806,2232.0,48741,Recurring Deposit,2022-10-29,2022,10,October
301246,200068,Savings,8630,2799.0,40202,Mutual Fund,2023-03-16,2023,3,March
301247,202774,Current,2563,4795.0,37636,Mutual Fund,2024-03-06,2024,3,March
301248,204404,Business,99315,2646.0,34523,Recurring Deposit,2024-12-05,2024,12,December
301249,202194,Business,38058,1098.0,10060,Mutual Fund,2023-04-19,2023,4,April
301250,208769,Business,67825,3414.0,45926,Mutual Fund,2024-03-03,2024,3,March
301251,204271,Current,51019,4702.0,13861,Mutual Fund,2023-04-21,2023,4,April
301252,203407,Business,68334,1732.0,9912,Recurring Deposit,2025-01-19,2025,1,January
301253,206856,Current,88722,2163.0,44405,Fixed Deposit,2022-04-04,2022,4,April
301254,205758,Current,56571,2302.0,4486,Fixed Deposit,2024-03-12,2024,3,March
301255,209366,Current,46870,959.0,28318,Fixed Deposit,2023-06-10,2023,6,June
301256,201184,Savings,22997,2311.0,30700,Recurring Deposit,2025-02-05,2025,2,February
301257,200229,Savings,69852,389.0,37241,Mutual Fund,2024-07-17,2024,7,July
301258,207098,Business,61619,2980.0,44857,Fixed Deposit,2022-11-21,2022,11,November
301259,205729,Current,32505,615.0,47734,Mutual Fund,2022-07-13,2022,7,July
301260,203984,Business,3412,3289.0,48538,Mutual Fund,2024-02-05,2024,2,February
301261,209396,Savings,38810,1149.0,19149,Recurring Deposit,2023-09-08,2023,9,September
301262,209037,Business,94220,247.0,44444,Recurring Deposit,2024-09-18,2024,9,September
301263,203788,Current,31087,3034.0,16220,Recurring Deposit,2023-06-28,2023,6,June
301264,208618,Current,21221,534.0,20944,Recurring Deposit,2024-12-07,2024,12,December
301265,205935,Current,42831,4912.0,16098,Fixed Deposit,2024-01-09,2024,1,January
301266,209619,Current,24144,1222.0,6499,Mutual Fund,2025-02-25,2025,2,February
301267,208669,Business,69603,2797.0,12666,Fixed Deposit,2023-04-13,2023,4,April
301268,201954,Current,24794,875.0,17048,Mutual Fund,2024-02-28,2024,2,February
301269,201056,Savings,15290,3240.0,47291,Fixed Deposit,2023-07-03,2023,7,July
301270,202640,Current,92077,385.0,48693,Mutual Fund,2023-01-24,2023,1,January
301271,202914,Savings,3011,3778.0,2978,Recurring Deposit,2023-11-08,2023,11,November
301272,203531,Business,48147,160.0,30575,Recurring Deposit,2024-04-09,2024,4,April
301273,200513,Business,56360,3543.0,42416,Mutual Fund,2022-09-02,2022,9,September
301274,204427,Business,12441,1716.0,9468,Fixed Deposit,2023-03-24,2023,3,March
301275,209631,Business,96378,2392.0,38879,Mutual Fund,2023-11-03,2023,11,November
301276,200532,Savings,26136,1460.6359486815709,5408,Recurring Deposit,2024-08-25,2024,8,August
301277,203926,Savings,43050,4814.0,38109,Recurring Deposit,2023-09-29,2023,9,September
301278,202911,Current,51147,4146.0,48162,Recurring Deposit,2024-08-29,2024,8,August
301279,203268,Current,70021,3360.0,47284,Fixed Deposit,2023-06-23,2023,6,June
301280,201277,Business,91020,6062.771611273661,22161,Mutual Fund,2025-03-11,2025,3,March
301281,200866,Business,78658,4978.0,19295,Fixed Deposit,2023-06-22,2023,6,June
301282,207929,Savings,2477,268.2439297899965,16546,Recurring Deposit,2022-04-24,2022,4,April
301283,205714,Savings,61264,3293.0,30924,Recurring Deposit,2025-01-06,2025,1,January
301284,206538,Business,9400,3848.0,40069,Fixed Deposit,2023-11-25,2023,11,November
301285,205800,Business,4886,673.0,27286,Mutual Fund,2023-05-21,2023,5,May
301286,205143,Savings,26565,931.0,36900,Fixed Deposit,2022-04-02,2022,4,April
301287,209898,Savings,45238,4106.0,33979,Recurring Deposit,2024-08-16,2024,8,August
301288,202156,Savings,54628,4413.0,45166,Mutual Fund,2025-02-18,2025,2,February
301289,209417,Business,8250,453.0,34515,Mutual Fund,2022-06-05,2022,6,June
301290,209625,Savings,46341,2862.0,43003,Mutual Fund,2024-10-18,2024,10,October
301291,206940,Savings,48975,879.0,6391,Recurring Deposit,2024-04-30,2024,4,April
301292,202049,Current,74160,4195.0,47593,Recurring Deposit,2023-06-08,2023,6,June
301293,202813,Savings,68194,4523.0,41841,Recurring Deposit,2023-03-13,2023,3,March
301294,201134,Current,95625,908.0,9947,Recurring Deposit,2024-10-19,2024,10,October
301295,207753,Current,10453,4264.0,45642,Fixed Deposit,2023-09-19,2023,9,September
301296,206219,Business,25921,3280.0,49298,Mutual Fund,2023-02-24,2023,2,February
301297,201976,Business,70997,4750.0,45297,Fixed Deposit,2024-12-03,2024,12,December
301298,209448,Business,87372,2702.673079611976,15028,Recurring Deposit,2023-01-10,2023,1,January
301299,203013,Business,13348,3612.0,29181,Recurring Deposit,2024-11-09,2024,11,November
301300,204983,Savings,28007,3452.0,12169,Mutual Fund,2023-04-14,2023,4,April
301301,206494,Savings,24714,2663.0,42031,Mutual Fund,2025-02-05,2025,2,February
301302,205920,Savings,51921,3720.0,37600,Recurring Deposit,2025-01-08,2025,1,January
301303,202369,Current,80884,4673.0,13243,Recurring Deposit,2025-02-10,2025,2,February
301304,200206,Business,77347,303.43601062560845,28721,Mutual Fund,2022-10-19,2022,10,October
301305,209305,Savings,86098,2931.0,43550,Recurring Deposit,2024-11-20,2024,11,November
301306,204160,Savings,58706,2652.0,18855,Fixed Deposit,2022-08-18,2022,8,August
301307,206559,Business,2288,1807.0,45892,Fixed Deposit,2024-11-19,2024,11,November
301308,201022,Current,80764,1137.0,9560,Mutual Fund,2024-12-19,2024,12,December
301309,207765,Current,77907,4926.0,9049,Fixed Deposit,2022-05-21,2022,5,May
301310,202524,Business,79656,225.0,7515,Recurring Deposit,2023-07-13,2023,7,July
301311,209656,Business,93996,3709.0,28572,Mutual Fund,2024-02-03,2024,2,February
301312,208561,Savings,50419,3147.0,8849,Recurring Deposit,2022-05-11,2022,5,May
301313,204527,Current,40146,1556.0,38277,Recurring Deposit,2024-09-06,2024,9,September
301314,204388,Business,79740,4398.0,34595,Mutual Fund,2023-10-08,2023,10,October
301315,206380,Current,39716,4801.0,32355,Recurring Deposit,2022-10-11,2022,10,October
301316,206788,Current,72894,4695.0,3775,Fixed Deposit,2022-08-08,2022,8,August
301317,201841,Savings,21935,322.0,47881,Recurring Deposit,2023-06-22,2023,6,June
301318,205845,Savings,85569,4133.0,39953,Fixed Deposit,2023-08-10,2023,8,August
301319,208516,Business,52538,3831.0,14076,Recurring Deposit,2023-12-26,2023,12,December
301320,208036,Current,83638,4065.0,16649,Mutual Fund,2022-12-18,2022,12,December
301321,206565,Savings,18572,2306.0,17671,Recurring Deposit,2023-01-26,2023,1,January
301322,204525,Savings,6160,743.0,22405,Mutual Fund,2022-10-12,2022,10,October
301323,204449,Current,6332,4451.0,9511,Mutual Fund,2024-07-05,2024,7,July
301324,209870,Current,72116,2939.254351100471,35637,Recurring Deposit,2023-10-10,2023,10,October
301325,209711,Current,20590,1826.0,16133,Fixed Deposit,2024-06-22,2024,6,June
301326,204388,Current,51520,4418.0,19617,Recurring Deposit,2024-05-08,2024,5,May
301327,202842,Savings,23560,4726.0,21904,Fixed Deposit,2023-05-18,2023,5,May
301328,209472,Savings,50666,4517.0,32002,Recurring Deposit,2022-12-01,2022,12,December
301329,205532,Business,16910,4017.0,36352,Fixed Deposit,2023-04-24,2023,4,April
301330,204476,Current,78151,4039.0,11357,Mutual Fund,2024-04-07,2024,4,April
301331,205319,Business,22492,4134.0,47168,Fixed Deposit,2023-06-22,2023,6,June
301332,200224,Savings,9871,2304.0,24383,Mutual Fund,2023-08-29,2023,8,August
301333,209094,Current,5595,3931.0,7139,Mutual Fund,2022-09-15,2022,9,September
301334,204766,Business,92633,2402.0,25002,Recurring Deposit,2024-03-17,2024,3,March
301335,205413,Business,6398,4883.0,2367,Mutual Fund,2022-07-15,2022,7,July
301336,208798,Business,45767,4119.0,27271,Mutual Fund,2022-10-25,2022,10,October
301337,208633,Savings,9493,3164.0,26942,Recurring Deposit,2023-03-06,2023,3,March
301338,202655,Savings,61933,288.0,45363,Fixed Deposit,2025-02-03,2025,2,February
301339,205401,Business,53038,550.0,33051,Recurring Deposit,2025-01-31,2025,1,January
301340,202977,Savings,63263,1899.0,47164,Fixed Deposit,2023-11-28,2023,11,November
301341,200800,Savings,84220,3897.0,30913,Fixed Deposit,2024-08-02,2024,8,August
301342,202512,Business,68010,187.0,5451,Recurring Deposit,2023-10-10,2023,10,October
301343,200992,Business,56550,3552.0,31960,Mutual Fund,2022-08-08,2022,8,August
301344,206256,Current,56118,1905.0,5529,Fixed Deposit,2023-11-23,2023,11,November
301345,207484,Business,78013,1569.0,34274,Mutual Fund,2022-04-11,2022,4,April
301346,209116,Current,52306,517.0,23433,Fixed Deposit,2023-05-05,2023,5,May
301347,202025,Current,53324,2946.0,16752,Recurring Deposit,2024-07-01,2024,7,July
301348,201774,Business,22104,574.0,17337,Fixed Deposit,2022-09-28,2022,9,September
301349,204777,Savings,43351,4240.0,7123,Mutual Fund,2024-02-25,2024,2,February
301350,203256,Current,21435,2304.0,28433,Mutual Fund,2023-10-14,2023,10,October
301351,202182,Current,77468,218.0,15630,Mutual Fund,2025-01-29,2025,1,January
301352,204152,Current,24580,3072.0,6149,Recurring Deposit,2025-01-28,2025,1,January
301353,208981,Savings,34124,3506.848267748019,44394,Recurring Deposit,2023-05-02,2023,5,May
301354,205002,Savings,32122,1314.0,7263,Mutual Fund,2024-09-14,2024,9,September
301355,206048,Current,80463,2133.0,47459,Recurring Deposit,2023-11-02,2023,11,November
301356,200693,Savings,88134,3731.0,14953,Recurring Deposit,2024-12-06,2024,12,December
301357,209875,Current,59937,1519.0,19808,Recurring Deposit,2023-10-19,2023,10,October
301358,207940,Current,41077,3633.0,18896,Recurring Deposit,2022-09-05,2022,9,September
301359,207181,Savings,43046,4606.0,5034,Recurring Deposit,2025-02-01,2025,2,February
301360,202946,Business,31067,225.0,8800,Recurring Deposit,2023-03-19,2023,3,March
301361,201023,Current,31923,3682.0,45522,Recurring Deposit,2024-03-22,2024,3,March
301362,209657,Current,93479,3500.0,28617,Recurring Deposit,2022-04-28,2022,4,April
301363,208218,Current,72818,1920.0,6822,Recurring Deposit,2024-11-07,2024,11,November
301364,200771,Current,43158,2459.0,20074,Fixed Deposit,2024-08-09,2024,8,August
301365,205503,Current,17136,3191.0,16942,Mutual Fund,2023-08-12,2023,8,August
301366,208130,Savings,68051,2888.0,30790,Recurring Deposit,2024-10-23,2024,10,October
301367,206463,Savings,32328,4096.0,39665,Fixed Deposit,2023-02-27,2023,2,February
301368,204314,Current,22685,2537.0,28762,Fixed Deposit,2024-12-21,2024,12,December
301369,203803,Savings,20169,4940.0,8010,Fixed Deposit,2022-06-27,2022,6,June
301370,201877,Business,17880,4605.0,29635,Fixed Deposit,2024-12-02,2024,12,December
301371,201193,Business,24680,4384.0,8222,Fixed Deposit,2024-03-11,2024,3,March
301372,209628,Savings,23025,729.0,2782,Mutual Fund,2025-03-14,2025,3,March
301373,201615,Savings,2676,2318.0,8827,Fixed Deposit,2023-07-03,2023,7,July
301374,202466,Current,18052,786.0,34321,Mutual Fund,2024-12-23,2024,12,December
301375,203187,Current,35414,4681.0,16116,Fixed Deposit,2023-12-15,2023,12,December
301376,206749,Business,22764,564.0,46063,Mutual Fund,2022-09-18,2022,9,September
301377,201998,Savings,29618,4324.0,23807,Mutual Fund,2022-10-24,2022,10,October
301378,205406,Savings,4162,3906.0,44797,Fixed Deposit,2022-05-30,2022,5,May
301379,207774,Business,65761,2685.0,26050,Recurring Deposit,2022-05-17,2022,5,May
301380,202508,Business,39566,1825.0,8854,Mutual Fund,2023-07-06,2023,7,July
301381,201002,Savings,66272,4693.0,12808,Recurring Deposit,2024-04-24,2024,4,April
301382,200148,Business,5531,361.0,3585,Recurring Deposit,2022-09-17,2022,9,September
301383,201901,Savings,69314,1884.0,25747,Fixed Deposit,2022-08-18,2022,8,August
301384,205854,Business,80594,3281.0,24938,Recurring Deposit,2023-03-20,2023,3,March
301385,201740,Business,46670,4513.0,7109,Mutual Fund,2024-07-03,2024,7,July
301386,204257,Business,78357,3749.0,47075,Fixed Deposit,2022-10-17,2022,10,October
301387,206076,Current,92224,4734.0,25677,Recurring Deposit,2023-11-14,2023,11,November
301388,203023,Current,89358,3253.0,34417,Recurring Deposit,2024-02-23,2024,2,February
301389,205577,Current,63295,709.0,28834,Fixed Deposit,2023-10-18,2023,10,October
301390,208571,Business,86033,2872.0,48457,Fixed Deposit,2025-01-25,2025,1,January
301391,205819,Current,95895,4772.0,2655,Fixed Deposit,2025-03-06,2025,3,March
301392,207605,Business,53766,1795.0,42709,Recurring Deposit,2024-07-07,2024,7,July
301393,208056,Current,77358,462.0,45960,Fixed Deposit,2024-01-01,2024,1,January
301394,200700,Savings,32192,4357.0,23865,Fixed Deposit,2024-09-18,2024,9,September
301395,209341,Business,99072,3602.0,46509,Fixed Deposit,2022-11-16,2022,11,November
301396,206895,Current,79802,2929.0,40185,Mutual Fund,2023-12-25,2023,12,December
301397,207873,Current,50539,1640.0,39237,Mutual Fund,2025-01-01,2025,1,January
301398,205319,Business,56000,1671.0,23467,Fixed Deposit,2022-08-21,2022,8,August
301399,205344,Business,35273,4833.0,48000,Mutual Fund,2024-04-19,2024,4,April
301400,200580,Business,67511,345.0,42197,Recurring Deposit,2024-11-01,2024,11,November
301401,209737,Business,13289,3011.0,8597,Fixed Deposit,2023-12-14,2023,12,December
301402,205898,Business,86529,1388.0,49580,Recurring Deposit,2023-05-29,2023,5,May
301403,201269,Business,18223,262.0,9633,Fixed Deposit,2022-05-10,2022,5,May
301404,208603,Business,43154,1020.0,45804,Recurring Deposit,2025-02-25,2025,2,February
301405,209988,Savings,16833,1681.0,37396,Mutual Fund,2023-10-17,2023,10,October
301406,205643,Current,56717,992.0,45627,Fixed Deposit,2023-02-21,2023,2,February
301407,206764,Savings,88572,1228.0,29009,Fixed Deposit,2024-02-07,2024,2,February
301408,207257,Business,48888,160.0,8884,Mutual Fund,2024-02-09,2024,2,February
301409,205084,Savings,89349,1935.6264907398968,19554,Recurring Deposit,2023-03-22,2023,3,March
301410,201485,Business,7898,3995.0,23016,Fixed Deposit,2023-10-05,2023,10,October
301411,209507,Current,96018,2342.0,38877,Mutual Fund,2022-08-22,2022,8,August
301412,203362,Current,5220,3626.0,28357,Mutual Fund,2025-02-18,2025,2,February
301413,201295,Current,97570,3994.0,27083,Mutual Fund,2023-10-12,2023,10,October
301414,202191,Savings,98850,1771.0,33940,Mutual Fund,2024-07-13,2024,7,July
301415,209768,Current,21523,1053.0,21581,Recurring Deposit,2024-12-16,2024,12,December
301416,207244,Business,78342,4739.0,7087,Fixed Deposit,2023-09-29,2023,9,September
301417,209525,Current,11404,2472.0,48688,Fixed Deposit,2022-06-23,2022,6,June
301418,206233,Savings,29005,2010.0,5029,Mutual Fund,2023-11-29,2023,11,November
301419,208068,Current,37654,3434.0,30088,Mutual Fund,2023-05-23,2023,5,May
301420,203045,Current,44770,887.0,22412,Mutual Fund,2023-01-09,2023,1,January
301421,203265,Savings,16871,2977.0,17571,Fixed Deposit,2022-09-26,2022,9,September
301422,205702,Savings,30382,703.0,21086,Fixed Deposit,2024-02-25,2024,2,February
301423,205917,Savings,54154,4649.0,46360,Fixed Deposit,2022-08-10,2022,8,August
301424,206251,Business,12482,2697.0,2168,Mutual Fund,2025-01-13,2025,1,January
301425,206750,Current,34433,4812.0,30941,Recurring Deposit,2023-02-13,2023,2,February
301426,200510,Business,7327,3558.0,43774,Fixed Deposit,2024-12-11,2024,12,December
301427,202368,Business,43366,5379.1411383263685,32396,Recurring Deposit,2024-12-08,2024,12,December
301428,201499,Savings,59666,1796.0,43321,Fixed Deposit,2024-10-03,2024,10,October
301429,206429,Business,50554,4717.0,48589,Mutual Fund,2022-04-23,2022,4,April
301430,206958,Current,56957,2874.0,37365,Mutual Fund,2022-06-07,2022,6,June
301431,207518,Savings,79400,2317.0,33510,Fixed Deposit,2023-08-21,2023,8,August
301432,200855,Business,32098,3803.0,29885,Mutual Fund,2023-04-03,2023,4,April
301433,201950,Current,54809,465.0,10834,Mutual Fund,2022-10-02,2022,10,October
301434,204027,Current,49799,3859.0,32529,Fixed Deposit,2024-08-14,2024,8,August
301435,203316,Current,63428,3669.0,1366,Recurring Deposit,2023-02-02,2023,2,February
301436,208778,Business,80922,4630.0,43920,Recurring Deposit,2022-07-05,2022,7,July
301437,200361,Savings,75587,771.9382165065572,24718,Mutual Fund,2024-07-28,2024,7,July
301438,205455,Savings,70164,4419.0,12435,Mutual Fund,2023-02-05,2023,2,February
301439,209864,Current,57753,3604.0,28866,Recurring Deposit,2024-09-16,2024,9,September
301440,209198,Savings,59747,2000.0,7473,Fixed Deposit,2023-02-19,2023,2,February
301441,204668,Savings,65347,3772.0,36233,Fixed Deposit,2023-03-17,2023,3,March
301442,203333,Savings,50287,968.0,40861,Recurring Deposit,2023-08-13,2023,8,August
301443,204396,Savings,98646,3826.0,45008,Mutual Fund,2022-11-05,2022,11,November
301444,205068,Business,48124,4723.0,1751,Fixed Deposit,2024-10-01,2024,10,October
301445,202596,Savings,46585,4404.0,30191,Recurring Deposit,2022-03-25,2022,3,March
301446,205090,Savings,50513,1150.0,41861,Recurring Deposit,2023-05-25,2023,5,May
301447,207401,Business,4342,4754.0,25595,Mutual Fund,2022-10-31,2022,10,October
301448,204709,Savings,3953,2572.0,32424,Recurring Deposit,2022-10-08,2022,10,October
301449,204066,Savings,91330,2508.0,48734,Recurring Deposit,2024-07-07,2024,7,July
301450,203992,Savings,27942,1774.0,33304,Mutual Fund,2023-04-14,2023,4,April
301451,209082,Current,89529,4286.0,38318,Fixed Deposit,2022-12-17,2022,12,December
301452,206982,Business,29792,2329.0,43809,Recurring Deposit,2022-09-07,2022,9,September
301453,208046,Savings,82981,2666.0,45874,Mutual Fund,2025-01-10,2025,1,January
301454,202846,Business,3021,3711.0,42062,Mutual Fund,2022-04-30,2022,4,April
301455,201695,Business,67541,3137.0,47013,Fixed Deposit,2022-10-11,2022,10,October
301456,209007,Savings,61154,1050.0,21179,Recurring Deposit,2022-04-13,2022,4,April
301457,207378,Business,14186,3847.0,29768,Recurring Deposit,2023-09-28,2023,9,September
301458,200498,Current,30941,1933.156635691116,36566,Recurring Deposit,2023-03-25,2023,3,March
301459,201680,Business,27633,802.0,33314,Recurring Deposit,2024-09-20,2024,9,September
301460,207352,Savings,50968,1389.0,37769,Recurring Deposit,2023-08-05,2023,8,August
301461,209528,Savings,67112,4528.849710736743,2787,Fixed Deposit,2022-04-14,2022,4,April
301462,200248,Current,12247,4949.0,7614,Recurring Deposit,2022-12-16,2022,12,December
301463,209888,Savings,16776,1038.0,25311,Mutual Fund,2023-05-07,2023,5,May
301464,200658,Current,91460,1790.0,5670,Recurring Deposit,2022-06-10,2022,6,June
301465,204770,Business,93578,1401.0,36607,Fixed Deposit,2022-10-03,2022,10,October
301466,200688,Business,26778,2767.0,29860,Fixed Deposit,2024-01-03,2024,1,January
301467,208159,Business,21533,2603.0,34160,Recurring Deposit,2024-06-15,2024,6,June
301468,201699,Savings,83238,3645.0,14206,Recurring Deposit,2022-09-13,2022,9,September
301469,200223,Savings,96277,3352.0,48725,Mutual Fund,2022-06-27,2022,6,June
301470,201759,Current,71061,2030.0,15383,Mutual Fund,2024-03-29,2024,3,March
301471,203815,Business,28000,1378.0,13240,Recurring Deposit,2024-02-15,2024,2,February
301472,200053,Current,41113,3520.0,43534,Fixed Deposit,2023-10-04,2023,10,October
301473,205684,Current,51108,456.0,33609,Mutual Fund,2024-05-26,2024,5,May
301474,200699,Savings,84669,222.0,11882,Recurring Deposit,2024-09-28,2024,9,September
301475,206625,Business,96465,413.0,26204,Fixed Deposit,2022-09-06,2022,9,September
301476,200585,Current,3059,2418.0,37837,Fixed Deposit,2024-02-21,2024,2,February
301477,203371,Business,62001,2849.0,14053,Mutual Fund,2024-05-11,2024,5,May
301478,204384,Savings,15885,2204.0,33903,Fixed Deposit,2023-02-28,2023,2,February
301479,201451,Business,44870,739.0,39280,Recurring Deposit,2024-10-31,2024,10,October
301480,200310,Current,55759,3250.0,40758,Recurring Deposit,2022-05-27,2022,5,May
301481,202505,Current,17364,3677.0,48423,Recurring Deposit,2025-01-07,2025,1,January
