Customer_ID,Age,Customer_Type,City,Region,Bank_Name,Branch_ID,Age_Group,Age_Group_Sort
201936,36.0,Employee,Mumbai,South,HDFC Bank,1770,30-39,2
201937,25.0,Employee,Kolhapur,West,HDFC Bank,1190,18-29,1
201938,48.0,Employee,Nashik,South,HDFC Bank,1481,40-49,3
201939,38.0,Individual,Unknown,East,HDFC Bank,1918,30-39,2
201940,34.0,Individual,Solapur,West,HDFC Bank,1566,30-39,2
201941,40.0,Employee,Nagpur,East,HDFC Bank,1415,40-49,3
201942,54.0,Individual,Unknown,East,HDFC Bank,1339,50-59,4
201943,71.0,Business,Solapur,West,HDFC Bank,1795,70-79,6
201944,33.0,Employee,Solapur,South,HDFC Bank,1891,30-39,2
201945,23.0,Employee,Mumbai,East,HDFC Bank,1775,18-29,1
201946,25.0,Individual,Kolhapur,West,HDFC Bank,1258,18-29,1
201947,42.0,Employee,Kolhapur,South,HDFC Bank,1349,40-49,3
201948,35.0,Business,Nagpur,North,HDFC Bank,1600,30-39,2
201949,42.0,Individual,Nashik,South,HDFC Bank,1436,40-49,3
201950,29.0,Individual,Kolhapur,South,HDFC Bank,1221,18-29,1
201951,32.0,Employee,Unknown,West,HDFC Bank,1412,30-39,2
201952,76.0,Employee,Pune,South,HDFC Bank,1349,70-79,6
201953,43.0,Employee,Mumbai,North,HDFC Bank,1481,40-49,3
201954,58.0,Individual,Mumbai,North,HDFC Bank,1600,50-59,4
201955,62.0,Employee,Nagpur,East,HDFC Bank,1976,60-69,5
201956,43.0,Business,Nashik,North,HDFC Bank,1058,40-49,3
201957,64.0,Employee,Nashik,East,HDFC Bank,1151,60-69,5
201958,49.0,Employee,Unknown,North,HDFC Bank,1933,40-49,3
201959,27.0,Individual,Mumbai,South,HDFC Bank,1539,18-29,1
201960,33.0,Employee,Kolhapur,East,HDFC Bank,1224,30-39,2
201961,24.0,Individual,Pune,North,HDFC Bank,1317,18-29,1
201962,34.0,Employee,Kolhapur,South,HDFC Bank,1995,30-39,2
201963,40.0,Business,Unknown,South,HDFC Bank,1562,40-49,3
201964,43.0,Business,Nagpur,East,HDFC Bank,1774,40-49,3
201965,38.0,Individual,Pune,West,HDFC Bank,1278,30-39,2
201966,39.0,Individual,Kolhapur,South,HDFC Bank,1557,30-39,2
201967,75.0,Employee,Unknown,South,HDFC Bank,1473,70-79,6
201968,24.0,Employee,Nashik,West,HDFC Bank,1845,18-29,1
201969,31.0,Business,Nashik,East,HDFC Bank,1617,30-39,2
201970,,Employee,Mumbai,North,HDFC Bank,1795,Unknown,7
201971,70.0,Business,Kolhapur,North,HDFC Bank,1023,70-79,6
201972,24.0,Individual,Nagpur,South,HDFC Bank,1518,18-29,1
201973,26.0,Employee,Pune,West,HDFC Bank,1367,18-29,1
201974,68.0,Individual,Mumbai,South,HDFC Bank,1995,60-69,5
201975,65.0,Employee,Solapur,East,HDFC Bank,1998,60-69,5
201976,25.0,Business,Solapur,South,HDFC Bank,1334,18-29,1
201977,67.0,Individual,Pune,North,HDFC Bank,1432,60-69,5
201978,76.0,Individual,Pune,West,HDFC Bank,1002,70-79,6
201979,40.0,Employee,Pune,East,HDFC Bank,1257,40-49,3
201980,46.0,Individual,Nashik,South,HDFC Bank,1262,40-49,3
201981,35.0,Business,Pune,North,HDFC Bank,1120,30-39,2
201982,48.0,Individual,Solapur,South,HDFC Bank,1719,40-49,3
201983,47.0,Individual,Pune,North,HDFC Bank,1020,40-49,3
201984,69.0,Employee,Kolhapur,West,HDFC Bank,1904,60-69,5
201985,56.0,Individual,Nagpur,East,HDFC Bank,1139,50-59,4
201986,52.0,Employee,Solapur,South,HDFC Bank,1476,50-59,4
201987,35.0,Employee,Nagpur,East,HDFC Bank,1791,30-39,2
201988,76.0,Individual,Solapur,West,HDFC Bank,1288,70-79,6
201989,59.0,Business,Unknown,North,HDFC Bank,1205,50-59,4
201990,56.0,Employee,Kolhapur,West,HDFC Bank,1042,50-59,4
201991,34.0,Individual,Solapur,West,HDFC Bank,1849,30-39,2
201992,31.0,Employee,Kolhapur,East,HDFC Bank,1117,30-39,2
201993,48.0,Business,Solapur,West,HDFC Bank,1004,40-49,3
201994,41.0,Business,Nagpur,South,HDFC Bank,1206,40-49,3
201995,52.0,Employee,Nagpur,North,HDFC Bank,1634,50-59,4
201996,61.0,Business,Solapur,West,HDFC Bank,1838,60-69,5
201997,77.0,Individual,Solapur,South,HDFC Bank,1344,70-79,6
201998,62.0,Individual,Nashik,North,HDFC Bank,1141,60-69,5
201999,51.0,Employee,Kolhapur,East,HDFC Bank,1371,50-59,4
202000,20.0,Business,Kolhapur,North,HDFC Bank,1231,18-29,1
202001,54.0,Individual,Kolhapur,East,HDFC Bank,1163,50-59,4
202002,60.0,Individual,Kolhapur,North,HDFC Bank,1546,60-69,5
202003,57.0,Individual,Mumbai,West,HDFC Bank,1363,50-59,4
202004,,Employee,Mumbai,East,HDFC Bank,1945,Unknown,7
202005,72.0,Employee,Pune,East,HDFC Bank,1983,70-79,6
202006,40.0,Individual,Solapur,East,HDFC Bank,1334,40-49,3
202007,61.0,Individual,Solapur,West,HDFC Bank,1010,60-69,5
202008,56.0,Business,Solapur,West,HDFC Bank,1407,50-59,4
202009,32.0,Business,Solapur,North,HDFC Bank,1074,30-39,2
202010,73.0,Business,Kolhapur,North,HDFC Bank,1299,70-79,6
202011,66.0,Employee,Unknown,West,HDFC Bank,1946,60-69,5
202012,21.0,Individual,Mumbai,West,HDFC Bank,1912,18-29,1
202013,46.0,Employee,Nagpur,East,HDFC Bank,1380,40-49,3
202014,39.0,Individual,Nashik,North,HDFC Bank,1709,30-39,2
202015,42.0,Business,Kolhapur,North,HDFC Bank,1852,40-49,3
202016,30.0,Business,Kolhapur,East,HDFC Bank,1775,30-39,2
202017,35.0,Business,Kolhapur,East,HDFC Bank,1846,30-39,2
202018,50.0,Business,Nagpur,East,HDFC Bank,1885,50-59,4
202019,33.0,Individual,Nagpur,South,HDFC Bank,1735,30-39,2
202020,62.0,Business,Mumbai,South,HDFC Bank,1633,60-69,5
202021,,Individual,Kolhapur,West,HDFC Bank,1585,Unknown,7
202022,61.0,Individual,Nashik,North,HDFC Bank,1027,60-69,5
202023,79.0,Employee,Solapur,East,HDFC Bank,1462,70-79,6
202024,19.0,Business,Kolhapur,East,HDFC Bank,1395,18-29,1
202025,72.0,Business,Mumbai,North,HDFC Bank,1682,70-79,6
202026,52.0,Employee,Mumbai,South,HDFC Bank,1977,50-59,4
202027,59.0,Individual,Nashik,North,HDFC Bank,1375,50-59,4
202028,51.0,Unknown,Pune,West,HDFC Bank,1420,50-59,4
202029,47.0,Unknown,Mumbai,South,HDFC Bank,1363,40-49,3
202030,76.0,Employee,Nagpur,North,HDFC Bank,1894,70-79,6
202031,72.0,Individual,Nagpur,North,HDFC Bank,1215,70-79,6
202032,30.0,Business,Solapur,West,HDFC Bank,1830,30-39,2
202033,30.0,Individual,Mumbai,North,HDFC Bank,1100,30-39,2
202034,35.0,Individual,Solapur,South,HDFC Bank,1757,30-39,2
202035,49.0,Business,Mumbai,East,HDFC Bank,1092,40-49,3
202036,49.0,Business,Nashik,East,HDFC Bank,1574,40-49,3
202037,52.0,Individual,Kolhapur,East,HDFC Bank,1265,50-59,4
202038,76.0,Individual,Mumbai,South,HDFC Bank,1205,70-79,6
202039,56.0,Employee,Unknown,North,HDFC Bank,1079,50-59,4
202040,63.0,Business,Nagpur,North,HDFC Bank,1036,60-69,5
202041,69.0,Individual,Nashik,North,HDFC Bank,1010,60-69,5
202042,,Business,Kolhapur,North,HDFC Bank,1626,Unknown,7
202043,79.0,Unknown,Kolhapur,East,HDFC Bank,1089,70-79,6
202044,66.0,Individual,Unknown,South,HDFC Bank,1743,60-69,5
202045,46.0,Individual,Kolhapur,West,HDFC Bank,1018,40-49,3
202046,79.0,Individual,Solapur,South,HDFC Bank,1563,70-79,6
202047,70.0,Business,Unknown,North,HDFC Bank,1373,70-79,6
202048,61.0,Employee,Pune,North,HDFC Bank,1785,60-69,5
202049,74.0,Business,Nagpur,South,HDFC Bank,1093,70-79,6
202050,33.0,Individual,Mumbai,South,HDFC Bank,1031,30-39,2
202051,73.0,Employee,Mumbai,East,HDFC Bank,1662,70-79,6
202052,61.0,Individual,Mumbai,North,HDFC Bank,1139,60-69,5
202053,64.0,Individual,Nashik,South,HDFC Bank,1569,60-69,5
202054,74.0,Business,Pune,North,HDFC Bank,1972,70-79,6
202055,27.0,Individual,Kolhapur,South,HDFC Bank,1020,18-29,1
202056,47.0,Employee,Pune,North,HDFC Bank,1148,40-49,3
202057,42.0,Individual,Pune,South,HDFC Bank,1220,40-49,3
202058,56.0,Individual,Nagpur,North,HDFC Bank,1732,50-59,4
202059,37.0,Business,Nashik,West,HDFC Bank,1753,30-39,2
202060,22.0,Employee,Mumbai,East,HDFC Bank,1218,18-29,1
202061,18.0,Business,Nagpur,West,HDFC Bank,1540,18-29,1
202062,47.0,Individual,Kolhapur,East,HDFC Bank,1974,40-49,3
202063,66.0,Business,Pune,East,HDFC Bank,1558,60-69,5
202064,20.0,Business,Mumbai,South,HDFC Bank,1907,18-29,1
202065,62.0,Business,Nashik,West,HDFC Bank,1057,60-69,5
202066,31.0,Business,Solapur,East,HDFC Bank,1424,30-39,2
202067,73.0,Individual,Pune,North,HDFC Bank,1274,70-79,6
202068,47.0,Individual,Pune,South,HDFC Bank,1139,40-49,3
202069,67.0,Employee,Pune,South,HDFC Bank,1022,60-69,5
202070,21.0,Business,Pune,North,HDFC Bank,1900,18-29,1
202071,35.0,Business,Mumbai,North,HDFC Bank,1377,30-39,2
202072,79.0,Employee,Nashik,East,HDFC Bank,1921,70-79,6
202073,54.0,Business,Nagpur,North,HDFC Bank,1372,50-59,4
202074,42.0,Employee,Mumbai,South,HDFC Bank,1062,40-49,3
202075,65.0,Individual,Nashik,North,HDFC Bank,1563,60-69,5
202076,18.0,Employee,Nagpur,West,HDFC Bank,1777,18-29,1
202077,70.0,Business,Pune,South,HDFC Bank,1341,70-79,6
202078,63.0,Employee,Nashik,North,HDFC Bank,1166,60-69,5
202079,32.0,Unknown,Pune,South,HDFC Bank,1150,30-39,2
202080,26.0,Business,Nashik,East,HDFC Bank,1522,18-29,1
202081,32.0,Individual,Kolhapur,West,HDFC Bank,1987,30-39,2
202082,66.0,Individual,Solapur,East,HDFC Bank,1606,60-69,5
202083,74.0,Employee,Pune,West,HDFC Bank,1583,70-79,6
202084,41.0,Individual,Pune,North,HDFC Bank,1500,40-49,3
202085,21.0,Business,Pune,South,HDFC Bank,1895,18-29,1
202086,29.0,Individual,Kolhapur,North,HDFC Bank,1998,18-29,1
202087,76.0,Individual,Mumbai,East,HDFC Bank,1559,70-79,6
202088,75.0,Employee,Nagpur,South,HDFC Bank,1347,70-79,6
202089,54.0,Individual,Pune,North,HDFC Bank,1271,50-59,4
202090,78.0,Employee,Pune,North,HDFC Bank,1429,70-79,6
202091,54.0,Employee,Mumbai,South,HDFC Bank,1942,50-59,4
202092,60.0,Business,Mumbai,South,HDFC Bank,1606,60-69,5
202093,77.0,Business,Solapur,East,HDFC Bank,1232,70-79,6
202094,23.0,Business,Nashik,West,HDFC Bank,1559,18-29,1
202095,56.0,Unknown,Pune,West,HDFC Bank,1207,50-59,4
202096,73.0,Employee,Nashik,South,HDFC Bank,1452,70-79,6
202097,63.0,Individual,Mumbai,West,HDFC Bank,1738,60-69,5
202098,41.0,Business,Mumbai,East,HDFC Bank,1500,40-49,3
202099,28.0,Business,Solapur,West,HDFC Bank,1920,18-29,1
202100,79.0,Business,Nagpur,South,HDFC Bank,1588,70-79,6
202101,30.0,Unknown,Kolhapur,East,HDFC Bank,1860,30-39,2
202102,51.0,Business,Kolhapur,South,HDFC Bank,1218,50-59,4
202103,42.0,Individual,Kolhapur,East,HDFC Bank,1871,40-49,3
202104,24.0,Employee,Mumbai,East,HDFC Bank,1080,18-29,1
202105,69.0,Employee,Unknown,South,HDFC Bank,1548,60-69,5
202106,21.0,Employee,Solapur,North,HDFC Bank,1613,18-29,1
202107,76.0,Individual,Nagpur,South,HDFC Bank,1702,70-79,6
202108,,Business,Kolhapur,East,HDFC Bank,1540,Unknown,7
202109,37.0,Business,Solapur,South,HDFC Bank,1825,30-39,2
202110,46.0,Business,Mumbai,South,HDFC Bank,1764,40-49,3
202111,71.0,Business,Kolhapur,East,HDFC Bank,1250,70-79,6
202112,70.0,Business,Nagpur,West,HDFC Bank,1737,70-79,6
202113,68.0,Individual,Nashik,East,HDFC Bank,1605,60-69,5
202114,62.0,Employee,Nagpur,South,HDFC Bank,1414,60-69,5
202115,,Business,Pune,East,HDFC Bank,1085,Unknown,7
202116,,Employee,Kolhapur,East,HDFC Bank,1621,Unknown,7
202117,60.0,Individual,Kolhapur,West,HDFC Bank,1216,60-69,5
202118,,Individual,Nashik,North,HDFC Bank,1195,Unknown,7
202119,74.0,Business,Nashik,South,HDFC Bank,1994,70-79,6
202120,43.0,Individual,Kolhapur,South,HDFC Bank,1296,40-49,3
202121,58.0,Employee,Pune,West,HDFC Bank,1945,50-59,4
202122,66.0,Business,Nashik,East,HDFC Bank,1043,60-69,5
202123,75.0,Business,Mumbai,North,HDFC Bank,1392,70-79,6
202124,20.0,Employee,Kolhapur,South,HDFC Bank,1442,18-29,1
202125,73.0,Business,Nagpur,North,HDFC Bank,1089,70-79,6
202126,23.0,Business,Nagpur,North,HDFC Bank,1986,18-29,1
202127,,Employee,Pune,East,HDFC Bank,1154,Unknown,7
202128,22.0,Business,Mumbai,East,HDFC Bank,1977,18-29,1
202129,71.0,Unknown,Nashik,East,HDFC Bank,1477,70-79,6
202130,64.0,Employee,Kolhapur,South,HDFC Bank,1620,60-69,5
202131,40.0,Individual,Nagpur,North,HDFC Bank,1058,40-49,3
202132,66.0,Employee,Unknown,North,HDFC Bank,1109,60-69,5
202133,26.0,Business,Nagpur,South,HDFC Bank,1478,18-29,1
202134,52.0,Employee,Nagpur,West,HDFC Bank,1617,50-59,4
202135,37.0,Business,Solapur,East,HDFC Bank,1898,30-39,2
202136,75.0,Business,Pune,South,HDFC Bank,1732,70-79,6
202137,66.0,Employee,Unknown,East,HDFC Bank,1774,60-69,5
202138,78.0,Business,Kolhapur,North,HDFC Bank,1593,70-79,6
202139,76.0,Individual,Kolhapur,South,HDFC Bank,1783,70-79,6
202140,59.0,Unknown,Kolhapur,West,HDFC Bank,1048,50-59,4
202141,52.0,Employee,Nashik,East,HDFC Bank,1376,50-59,4
202142,67.0,Individual,Pune,North,HDFC Bank,1031,60-69,5
202143,35.0,Individual,Mumbai,North,HDFC Bank,1485,30-39,2
202144,79.0,Business,Pune,West,HDFC Bank,1600,70-79,6
202145,34.0,Employee,Nagpur,West,HDFC Bank,1939,30-39,2
202146,41.0,Business,Nagpur,East,HDFC Bank,1991,40-49,3
202147,20.0,Business,Pune,North,HDFC Bank,1530,18-29,1
202148,,Employee,Pune,West,HDFC Bank,1002,Unknown,7
202149,,Employee,Nashik,South,HDFC Bank,1377,Unknown,7
202150,55.0,Business,Nashik,West,HDFC Bank,1571,50-59,4
202151,30.0,Unknown,Solapur,South,HDFC Bank,1930,30-39,2
202152,73.0,Unknown,Kolhapur,North,HDFC Bank,1241,70-79,6
202153,78.0,Individual,Solapur,East,HDFC Bank,1540,70-79,6
202154,64.0,Business,Kolhapur,North,HDFC Bank,1586,60-69,5
202155,42.0,Employee,Nagpur,North,HDFC Bank,1581,40-49,3
202156,26.0,Individual,Solapur,North,HDFC Bank,1594,18-29,1
202157,21.0,Employee,Solapur,North,HDFC Bank,1356,18-29,1
202158,31.0,Employee,Mumbai,East,HDFC Bank,1684,30-39,2
202159,54.0,Employee,Pune,West,HDFC Bank,1922,50-59,4
202160,51.0,Employee,Nashik,East,HDFC Bank,1196,50-59,4
202161,28.0,Employee,Solapur,East,HDFC Bank,1857,18-29,1
202162,58.0,Business,Nashik,East,HDFC Bank,1418,50-59,4
202163,73.0,Individual,Kolhapur,East,HDFC Bank,1658,70-79,6
202164,20.0,Business,Solapur,West,HDFC Bank,1272,18-29,1
202165,76.0,Business,Kolhapur,North,HDFC Bank,1501,70-79,6
202166,45.0,Business,Solapur,West,HDFC Bank,1034,40-49,3
202167,46.0,Employee,Nagpur,West,HDFC Bank,1624,40-49,3
202168,26.0,Unknown,Mumbai,North,HDFC Bank,1460,18-29,1
202169,20.0,Individual,Kolhapur,West,HDFC Bank,1717,18-29,1
202170,42.0,Business,Pune,East,HDFC Bank,1669,40-49,3
202171,51.0,Employee,Pune,East,HDFC Bank,1252,50-59,4
202172,29.0,Individual,Nagpur,North,HDFC Bank,1633,18-29,1
202173,59.0,Individual,Nagpur,North,HDFC Bank,1511,50-59,4
202174,26.0,Individual,Pune,North,HDFC Bank,1047,18-29,1
202175,32.0,Individual,Kolhapur,East,HDFC Bank,1184,30-39,2
202176,57.0,Business,Pune,North,HDFC Bank,1490,50-59,4
202177,42.0,Employee,Mumbai,West,HDFC Bank,1272,40-49,3
202178,22.0,Individual,Solapur,West,HDFC Bank,1612,18-29,1
202179,28.0,Individual,Mumbai,South,HDFC Bank,1526,18-29,1
202180,76.0,Employee,Pune,South,HDFC Bank,1127,70-79,6
202181,51.0,Business,Solapur,North,HDFC Bank,1209,50-59,4
202182,41.0,Individual,Pune,South,HDFC Bank,1623,40-49,3
202183,77.0,Business,Mumbai,East,HDFC Bank,1781,70-79,6
202184,32.0,Business,Unknown,East,HDFC Bank,1141,30-39,2
202185,55.0,Business,Kolhapur,West,HDFC Bank,1172,50-59,4
202186,25.0,Business,Kolhapur,West,HDFC Bank,1864,18-29,1
202187,76.0,Individual,Mumbai,South,HDFC Bank,1677,70-79,6
202188,22.0,Individual,Solapur,South,HDFC Bank,1446,18-29,1
202189,65.0,Business,Kolhapur,East,HDFC Bank,1118,60-69,5
202190,43.0,Business,Kolhapur,West,HDFC Bank,1714,40-49,3
202191,35.0,Employee,Nashik,South,HDFC Bank,1010,30-39,2
202192,23.0,Employee,Nashik,East,HDFC Bank,1760,18-29,1
202193,54.0,Employee,Kolhapur,West,HDFC Bank,1303,50-59,4
202194,77.0,Individual,Pune,East,HDFC Bank,1759,70-79,6
202195,65.0,Employee,Solapur,East,HDFC Bank,1153,60-69,5
202196,30.0,Individual,Nagpur,West,HDFC Bank,1322,30-39,2
202197,45.0,Individual,Kolhapur,East,HDFC Bank,1536,40-49,3
202198,22.0,Individual,Nashik,South,HDFC Bank,1976,18-29,1
202199,30.0,Individual,Solapur,East,HDFC Bank,1444,30-39,2
202200,34.0,Employee,Solapur,South,HDFC Bank,1341,30-39,2
202201,67.0,Business,Nashik,North,HDFC Bank,1220,60-69,5
202202,57.0,Business,Solapur,North,HDFC Bank,1109,50-59,4
202203,62.0,Business,Solapur,North,HDFC Bank,1409,60-69,5
202204,49.0,Employee,Nashik,East,HDFC Bank,1417,40-49,3
202205,79.0,Business,Mumbai,North,HDFC Bank,1601,70-79,6
202206,46.0,Employee,Kolhapur,North,HDFC Bank,1504,40-49,3
202207,68.0,Employee,Pune,East,HDFC Bank,1776,60-69,5
202208,75.0,Employee,Unknown,West,HDFC Bank,1039,70-79,6
202209,20.0,Business,Pune,East,HDFC Bank,1508,18-29,1
202210,73.0,Unknown,Mumbai,South,HDFC Bank,1458,70-79,6
202211,57.0,Business,Mumbai,East,HDFC Bank,1262,50-59,4
202212,51.0,Individual,Solapur,West,HDFC Bank,1669,50-59,4
202213,57.0,Employee,Unknown,North,HDFC Bank,1117,50-59,4
202214,,Individual,Mumbai,East,HDFC Bank,1449,Unknown,7
202215,30.0,Employee,Pune,North,HDFC Bank,1767,30-39,2
202216,62.0,Business,Mumbai,South,HDFC Bank,1413,60-69,5
202217,50.0,Employee,Nagpur,West,HDFC Bank,1707,50-59,4
202218,23.0,Employee,Mumbai,North,HDFC Bank,1825,18-29,1
202219,,Individual,Pune,North,HDFC Bank,1822,Unknown,7
202220,36.0,Employee,Solapur,North,HDFC Bank,1525,30-39,2
202221,33.0,Business,Pune,North,HDFC Bank,1460,30-39,2
202222,57.0,Employee,Nashik,East,HDFC Bank,1117,50-59,4
202223,45.0,Employee,Pune,West,HDFC Bank,1216,40-49,3
202224,50.0,Employee,Nagpur,West,HDFC Bank,1716,50-59,4
202225,76.0,Unknown,Kolhapur,North,HDFC Bank,1076,70-79,6
202226,76.0,Employee,Nagpur,West,HDFC Bank,1420,70-79,6
202227,65.0,Unknown,Nagpur,North,HDFC Bank,1891,60-69,5
202228,58.0,Individual,Mumbai,South,HDFC Bank,1171,50-59,4
202229,30.0,Individual,Nagpur,South,HDFC Bank,1389,30-39,2
202230,60.0,Individual,Pune,South,HDFC Bank,1025,60-69,5
202231,62.0,Individual,Kolhapur,West,HDFC Bank,1127,60-69,5
202232,42.0,Business,Solapur,North,HDFC Bank,1373,40-49,3
202233,70.0,Business,Nagpur,East,HDFC Bank,1653,70-79,6
202234,59.0,Employee,Pune,East,HDFC Bank,1903,50-59,4
202235,53.0,Business,Mumbai,South,HDFC Bank,1023,50-59,4
202236,44.0,Employee,Mumbai,South,HDFC Bank,1469,40-49,3
202237,55.0,Business,Solapur,West,HDFC Bank,1743,50-59,4
202238,77.0,Individual,Solapur,East,HDFC Bank,1422,70-79,6
202239,24.0,Individual,Pune,West,HDFC Bank,1176,18-29,1
202240,22.0,Business,Solapur,South,HDFC Bank,1852,18-29,1
202241,60.0,Business,Unknown,North,HDFC Bank,1746,60-69,5
202242,62.0,Employee,Mumbai,North,HDFC Bank,1830,60-69,5
202243,75.0,Employee,Pune,North,HDFC Bank,1537,70-79,6
202244,74.0,Employee,Kolhapur,South,HDFC Bank,1265,70-79,6
202245,68.0,Individual,Solapur,West,HDFC Bank,1972,60-69,5
202246,,Individual,Pune,North,HDFC Bank,1873,Unknown,7
202247,40.0,Individual,Nagpur,East,HDFC Bank,1628,40-49,3
202248,59.0,Individual,Mumbai,East,HDFC Bank,1569,50-59,4
202249,27.0,Employee,Kolhapur,South,HDFC Bank,1269,18-29,1
202250,49.0,Individual,Mumbai,East,HDFC Bank,1328,40-49,3
202251,60.0,Individual,Mumbai,East,HDFC Bank,1454,60-69,5
202252,70.0,Individual,Nashik,South,HDFC Bank,1294,70-79,6
202253,47.0,Individual,Pune,West,HDFC Bank,1121,40-49,3
202254,56.0,Business,Nagpur,North,HDFC Bank,1158,50-59,4
202255,48.0,Unknown,Solapur,South,HDFC Bank,1177,40-49,3
202256,35.0,Employee,Nagpur,East,HDFC Bank,1655,30-39,2
202257,53.0,Individual,Pune,North,HDFC Bank,1327,50-59,4
202258,19.0,Business,Mumbai,North,HDFC Bank,1879,18-29,1
202259,31.0,Employee,Nashik,North,HDFC Bank,1306,30-39,2
202260,30.0,Employee,Pune,South,HDFC Bank,1910,30-39,2
202261,46.0,Individual,Kolhapur,North,HDFC Bank,1088,40-49,3
202262,29.0,Individual,Kolhapur,West,HDFC Bank,1750,18-29,1
202263,56.0,Employee,Pune,East,HDFC Bank,1037,50-59,4
202264,19.0,Employee,Solapur,South,HDFC Bank,1872,18-29,1
202265,49.0,Business,Nagpur,South,HDFC Bank,1590,40-49,3
202266,30.0,Employee,Nagpur,North,HDFC Bank,1856,30-39,2
202267,63.0,Employee,Solapur,East,HDFC Bank,1838,60-69,5
202268,44.0,Individual,Nashik,North,HDFC Bank,1345,40-49,3
202269,66.0,Employee,Mumbai,North,HDFC Bank,1251,60-69,5
202270,58.0,Individual,Mumbai,South,HDFC Bank,1839,50-59,4
202271,,Employee,Kolhapur,West,HDFC Bank,1977,Unknown,7
202272,57.0,Employee,Nashik,East,HDFC Bank,1148,50-59,4
202273,,Employee,Solapur,East,HDFC Bank,1015,Unknown,7
202274,51.0,Business,Pune,East,HDFC Bank,1366,50-59,4
202275,77.0,Individual,Nagpur,East,HDFC Bank,1834,70-79,6
202276,41.0,Business,Pune,West,HDFC Bank,1832,40-49,3
202277,62.0,Employee,Nagpur,South,HDFC Bank,1780,60-69,5
202278,52.0,Business,Pune,West,HDFC Bank,1117,50-59,4
202279,65.0,Individual,Solapur,North,HDFC Bank,1703,60-69,5
202280,23.0,Employee,Solapur,South,HDFC Bank,1316,18-29,1
202281,36.0,Business,Nashik,West,HDFC Bank,1287,30-39,2
202282,47.0,Business,Pune,East,HDFC Bank,1907,40-49,3
202283,24.0,Individual,Pune,East,HDFC Bank,1350,18-29,1
202284,27.0,Business,Nashik,South,HDFC Bank,1296,18-29,1
202285,58.0,Unknown,Nashik,West,HDFC Bank,1193,50-59,4
202286,49.0,Employee,Solapur,South,HDFC Bank,1391,40-49,3
202287,51.0,Employee,Solapur,East,HDFC Bank,1442,50-59,4
202288,45.0,Business,Kolhapur,West,HDFC Bank,1280,40-49,3
202289,77.0,Employee,Pune,East,HDFC Bank,1900,70-79,6
202290,32.0,Employee,Solapur,South,HDFC Bank,1300,30-39,2
202291,47.0,Business,Unknown,South,HDFC Bank,1897,40-49,3
202292,54.0,Employee,Pune,South,HDFC Bank,1425,50-59,4
202293,46.0,Business,Nashik,South,HDFC Bank,1249,40-49,3
202294,39.0,Individual,Pune,South,HDFC Bank,1933,30-39,2
202295,21.0,Individual,Mumbai,North,HDFC Bank,1742,18-29,1
202296,37.0,Individual,Pune,South,HDFC Bank,1514,30-39,2
202297,49.0,Business,Mumbai,South,HDFC Bank,1685,40-49,3
202298,53.0,Business,Pune,East,HDFC Bank,1751,50-59,4
202299,67.0,Employee,Mumbai,South,HDFC Bank,1997,60-69,5
202300,21.0,Employee,Mumbai,West,HDFC Bank,1405,18-29,1
202301,44.0,Employee,Pune,South,HDFC Bank,1615,40-49,3
202302,34.0,Employee,Kolhapur,North,HDFC Bank,1800,30-39,2
202303,29.0,Employee,Solapur,South,HDFC Bank,1243,18-29,1
202304,39.0,Business,Nagpur,East,HDFC Bank,1799,30-39,2
202305,34.0,Business,Solapur,West,HDFC Bank,1366,30-39,2
202306,27.0,Individual,Mumbai,West,HDFC Bank,1784,18-29,1
202307,71.0,Individual,Pune,South,HDFC Bank,1119,70-79,6
202308,18.0,Individual,Pune,South,HDFC Bank,1849,18-29,1
202309,,Individual,Pune,South,HDFC Bank,1439,Unknown,7
202310,43.0,Business,Pune,South,HDFC Bank,1770,40-49,3
202311,,Business,Kolhapur,East,HDFC Bank,1503,Unknown,7
202312,76.0,Business,Nagpur,East,HDFC Bank,1581,70-79,6
202313,35.0,Employee,Nashik,West,HDFC Bank,1432,30-39,2
202314,67.0,Employee,Mumbai,South,HDFC Bank,1182,60-69,5
202315,31.0,Individual,Nagpur,East,HDFC Bank,1460,30-39,2
202316,64.0,Employee,Solapur,East,HDFC Bank,1758,60-69,5
202317,46.0,Business,Nashik,West,HDFC Bank,1117,40-49,3
202318,,Individual,Nashik,West,HDFC Bank,1030,Unknown,7
202319,53.0,Individual,Pune,North,HDFC Bank,1976,50-59,4
202320,76.0,Employee,Nagpur,East,HDFC Bank,1148,70-79,6
202321,52.0,Unknown,Solapur,West,HDFC Bank,1527,50-59,4
202322,69.0,Employee,Pune,East,HDFC Bank,1272,60-69,5
202323,78.0,Employee,Pune,East,HDFC Bank,1863,70-79,6
202324,29.0,Individual,Kolhapur,South,HDFC Bank,1384,18-29,1
202325,24.0,Employee,Mumbai,South,HDFC Bank,1879,18-29,1
202326,46.0,Employee,Nashik,South,HDFC Bank,1101,40-49,3
202327,28.0,Employee,Solapur,South,HDFC Bank,1071,18-29,1
202328,50.0,Employee,Nashik,East,HDFC Bank,1704,50-59,4
202329,23.0,Individual,Nagpur,North,HDFC Bank,1833,18-29,1
202330,64.0,Business,Mumbai,North,HDFC Bank,1622,60-69,5
202331,32.0,Business,Pune,North,HDFC Bank,1804,30-39,2
202332,49.0,Employee,Mumbai,East,HDFC Bank,1407,40-49,3
